cuenta_id,ci,nombre,apellido,numero_cuenta,banco_id,saldo_usd
182,2281033907,LUCIA JOSE,LOPEZ PEREZ,6400610787366650,13,189973.3113
183,2692637299,SOFIA,PEREZ,9482173040342940,6,464715.1519
184,2692637299,SOFIA,PEREZ,9608066317999630,6,411569.1093
185,6850719216,RICARDO,MAMANI FLORES,370191561394667,10,352868.3635
186,6850719216,RICARDO,MAMANI FLORES,6858053944134510,10,223884.3084
187,2547541455,LUIS,MENDOZA QUISPE,9669482598686820,5,458378.28
188,2547541455,LUIS,MENDOZA QUISPE,8141623078930200,5,3295.188
189,6459765667,JOSE,FLORES,4788761362132870,4,132467.2348
190,6459765667,JOSE,FLORES,6144742716429840,4,135205.8921
191,9602314657,RICARDO JORGE,QUISPE,7416625211307150,9,438272.5
192,9602314657,RICARDO JORGE,QUISPE,3893214182807630,9,134857.5655
193,3225855387,LUIS RICARDO LUIS,VARGAS VARGAS,1791391337110210,2,176122.8614
194,3225855387,LUIS RICARDO LUIS,VARGAS VARGAS,6329358278167540,2,209423.3057
195,6364034661,JUAN CARLOS,MAMANI,1592595177588660,4,134023.9306
196,6364034661,JUAN CARLOS,MAMANI,5750045343238040,4,173639.1545
197,4919131468,RICARDO SOFIA,PEREZ MENDOZA,6471849365912710,7,271050.8165
198,4919131468,RICARDO SOFIA,PEREZ MENDOZA,2568380923534580,7,410428.7256
199,6523208684,ANA CARLOS,FLORES MAMANI,540381884252914,6,392388.6538
200,6523208684,ANA CARLOS,FLORES MAMANI,1748085107407940,6,298611.136
201,9110658862,ANA LUIS LUIS,VARGAS,8128772282503330,13,296839.1462
202,9110658862,ANA LUIS LUIS,VARGAS,7859433574676410,13,184559.9401
203,9456721592,CARLOS DIEGO,VARGAS,3106961252124070,2,320953.1318
204,9456721592,CARLOS DIEGO,VARGAS,6721695078694040,2,90423.6718
205,6592730146,LUCIA CARLOS,FLORES,7654739825000660,14,50601.8207
206,6592730146,LUCIA CARLOS,FLORES,543497126696974,14,269442.4006
207,6561104786,ELENA,LOPEZ,2687068619711510,9,31846.5675
208,6561104786,ELENA,LOPEZ,5114035479990970,9,291270.5061
209,8293856848,JORGE,VARGAS,5785661016348800,6,60.0704
210,8293856848,JORGE,VARGAS,5111059646525290,6,139449.63
211,6003982079,CARLOS,VARGAS CLAROS,8357774201572940,12,383030.2229
212,6003982079,CARLOS,VARGAS CLAROS,5020288537632450,12,311461.66
213,5156365960,JUAN,MENDOZA VARGAS,8993247188909620,14,50935.8385
214,5156365960,JUAN,MENDOZA VARGAS,7843929337980640,14,45967.0238
215,7447290295,ELENA JUAN,FLORES,2818410298029450,13,220647.7235
216,7447290295,ELENA JUAN,FLORES,870319898601188,13,156802.2317
217,2585370104,JOSE,QUISPE,3710427492844530,7,180385.2135
218,2585370104,JOSE,QUISPE,110947111479321,7,157762.923
219,4951191772,JOSE LUIS CARLOS,GARCIA,5426903172941140,4,26324.4739
220,4951191772,JOSE LUIS CARLOS,GARCIA,9076850921618440,4,346892.0319
221,7315206314,MARIA RICARDO,VARGAS QUISPE,1704393064011920,4,388844.8963
222,7315206314,MARIA RICARDO,VARGAS QUISPE,8379575755905780,4,213.1551
223,5092952717,RICARDO,FLORES,9865228693736690,13,74922.7442
224,5092952717,RICARDO,FLORES,1332574103245440,13,341888.2111
225,1528424898,ELENA,MARTINEZ,5598041956805100,7,131219.1828
226,1528424898,ELENA,MARTINEZ,8595590969656260,7,421561.6283
227,319820599,CARLOS,QUISPE MARTINEZ,6525200306447440,3,199578.4656
228,319820599,CARLOS,QUISPE MARTINEZ,3460465085445090,3,95735.7551
229,6463610434,ANA CARLOS JUAN,GARCIA,5815753692051200,7,211542.387
230,6463610434,ANA CARLOS JUAN,GARCIA,1913290151679140,7,54379.4774
231,1333405387,ELENA,PEREZ,8659944708916940,6,378956.7952
232,1333405387,ELENA,PEREZ,6123043419371590,6,51928.7499
233,5205538174,LUIS JOSE,VARGAS,5070048678605670,4,636.665
234,5205538174,LUIS JOSE,VARGAS,3673975841990910,4,254949.1827
235,2160808882,DIEGO,RODRIGUEZ QUISPE,8871449516200150,2,39113.3983
236,2160808882,DIEGO,RODRIGUEZ QUISPE,2317482742269880,2,395404.8157
237,2635734686,LUCIA JUAN,RODRIGUEZ LOPEZ,7253742777137750,2,241909.539
238,2635734686,LUCIA JUAN,RODRIGUEZ LOPEZ,5837492060597190,2,463040.024
239,5625230463,ELENA,QUISPE,3766481319884850,11,212970.7854
240,5625230463,ELENA,QUISPE,1196439496191270,11,244668.0657
241,5497834014,JUAN ANA JUAN,PEREZ CLAROS,9752484653760210,11,381042.9711
242,5497834014,JUAN ANA JUAN,PEREZ CLAROS,9612315386563710,11,39707.2419
243,5443631479,ANA,MENDOZA,3241333069397300,11,13188.1696
244,5443631479,ANA,MENDOZA,3421563212098480,11,420275.2367
245,3823719033,DIEGO JORGE,RODRIGUEZ,5454747021948560,4,210472.0994
246,3823719033,DIEGO JORGE,RODRIGUEZ,9683402331421640,4,131075.4826
247,4420619491,ELENA LUCIA LUIS,PEREZ RODRIGUEZ,8858444738735640,13,482566.9692
248,4420619491,ELENA LUCIA LUIS,PEREZ RODRIGUEZ,6635128880224200,13,227488.8222
249,9745008432,JUAN ANA,MENDOZA RODRIGUEZ,9395018067747360,10,22466.1563
250,9745008432,JUAN ANA,MENDOZA RODRIGUEZ,3399975501641500,10,367993.7843
251,4934346822,JORGE JORGE,QUISPE MAMANI,7717556309116380,5,135.6222
252,4934346822,JORGE JORGE,QUISPE MAMANI,9863440839279380,5,471734.9167
253,9024590111,LUCIA JUAN,VARGAS,6078121784882680,6,76207.7537
254,9024590111,LUCIA JUAN,VARGAS,623002810116243,6,386711.766
255,1755126723,RICARDO ELENA SOFIA,MARTINEZ MARTINEZ,7639477136785420,3,356018.4686
256,1755126723,RICARDO ELENA SOFIA,MARTINEZ MARTINEZ,3332319891068470,3,117956.6757
257,6199846145,JORGE,MENDOZA,796616208157338,12,436805.8504
258,6199846145,JORGE,MENDOZA,8032508195216710,12,23979.431
259,3506005957,JORGE ELENA RICARDO,LOPEZ,697060545504143,8,405758.6832
260,3506005957,JORGE ELENA RICARDO,LOPEZ,6045965563572600,8,388407.2089
261,4084978479,SOFIA LUIS LUCIA,VARGAS GARCIA,626214759810170,1,31363.8325
262,4084978479,SOFIA LUIS LUCIA,VARGAS GARCIA,8915393801422530,1,24518.9122
263,8286753520,JUAN JORGE,MENDOZA MAMANI,5049108866771160,14,17353.1254
264,8286753520,JUAN JORGE,MENDOZA MAMANI,6167364854802170,14,139962.7759
265,6820440021,LUIS JUAN,RODRIGUEZ VARGAS,4351212814290570,8,194250.4457
266,6820440021,LUIS JUAN,RODRIGUEZ VARGAS,3835730521957840,8,39229.8783
267,109988465,JOSE JORGE ELENA,FLORES GARCIA,4999503566348150,10,481566.0619
268,109988465,JOSE JORGE ELENA,FLORES GARCIA,2800530766621680,10,462282.0663
269,6514757072,SOFIA JUAN,CLAROS VARGAS,6613323704571100,14,4560.1139
270,6514757072,SOFIA JUAN,CLAROS VARGAS,1533041459267250,14,471632.8146
271,3039109135,SOFIA LUIS,VARGAS QUISPE,9501350033044490,13,91326.0239
272,3039109135,SOFIA LUIS,VARGAS QUISPE,5136530260049740,13,2016.7621
273,2477971867,LUIS LUIS ELENA,QUISPE GARCIA,8800785281466020,14,196723.423
274,2477971867,LUIS LUIS ELENA,QUISPE GARCIA,9512990732898180,14,413400.6185
275,9901047021,LUCIA,VARGAS,6537717463677270,2,75244.0624
276,9901047021,LUCIA,VARGAS,9014232561734550,2,42668.6667
277,4442024936,SOFIA RICARDO,VARGAS,2139731006866080,6,200349.2318
278,4442024936,SOFIA RICARDO,VARGAS,683083850832004,6,195494.7045
279,1895449816,ANA JOSE,PEREZ,7238701037921800,3,315665.0913
280,1895449816,ANA JOSE,PEREZ,3334051272778100,3,476085.0719
281,7585813178,SOFIA,MAMANI MENDOZA,8134313023322000,7,220851.1676
282,7585813178,SOFIA,MAMANI MENDOZA,2713603371563200,7,15780.1708
283,8592313214,CARLOS,MENDOZA,6059847561815730,9,381415.097
284,8592313214,CARLOS,MENDOZA,7313909447960510,9,396715.878
285,9487967079,CARLOS,QUISPE CLAROS,9007598605923740,4,466878.6348
286,9487967079,CARLOS,QUISPE CLAROS,5236843090258700,4,102781.2916
287,7475927362,JOSE JORGE CARLOS,FLORES,9687017626389750,8,185551.6521
288,7475927362,JOSE JORGE CARLOS,FLORES,6461475797283160,8,310467.6101
289,2391098582,ANA LUCIA,GARCIA,4558617938518210,1,302300.9471
290,2391098582,ANA LUCIA,GARCIA,5030116075007810,1,97890.9135
291,4676848048,JOSE,PEREZ FLORES,8029814906414780,6,49601.2347
292,4676848048,JOSE,PEREZ FLORES,8761817106153860,6,459260.0903
293,8374473110,ANA CARLOS,CLAROS GARCIA,611556506358719,5,309698.2456
294,8374473110,ANA CARLOS,CLAROS GARCIA,6358972504098110,5,231746.6774
295,8912862417,LUCIA ANA LUIS,CLAROS VARGAS,9225176186656490,8,2785.7516
296,8912862417,LUCIA ANA LUIS,CLAROS VARGAS,8631417471939860,8,467755.7644
297,6632518964,DIEGO RICARDO,MENDOZA,5525204928932190,3,235950.0691
298,6632518964,DIEGO RICARDO,MENDOZA,8736928731463730,3,429730.6622
299,8489458832,RICARDO LUIS MARIA,MAMANI GARCIA,9725892813110340,10,170414.4019
300,8489458832,RICARDO LUIS MARIA,MAMANI GARCIA,2914509796924360,10,161300.8401
301,4654661933,SOFIA,MAMANI,8860810148324750,2,151504.1265
302,4654661933,SOFIA,MAMANI,3203159064178780,2,244342.5374
303,4651093843,SOFIA JORGE,VARGAS GARCIA,3360380506766580,1,21130.321
304,4651093843,SOFIA JORGE,VARGAS GARCIA,5774802873895250,1,7508.7614
305,6908795724,JORGE,QUISPE VARGAS,6075129749149490,11,236922.0224
306,6908795724,JORGE,QUISPE VARGAS,1268516525254070,11,262292.2592
307,7714039190,MARIA,MENDOZA RODRIGUEZ,1322865158171070,12,326454.6993
308,7714039190,MARIA,MENDOZA RODRIGUEZ,7603453189760490,12,327699.0073
309,4861044454,RICARDO SOFIA,FLORES,4507420170159840,1,77104.7004
310,4861044454,RICARDO SOFIA,FLORES,9070877014175670,1,119268.2528
311,1998048736,SOFIA,VARGAS QUISPE,7431421403971060,7,205267.5135
312,1998048736,SOFIA,VARGAS QUISPE,5020314768039710,7,121243.0
313,5117486523,ELENA ELENA,MENDOZA,1900992895638470,12,2827.021
314,5117486523,ELENA ELENA,MENDOZA,9135784677948660,12,298602.0275
315,1222192838,LUCIA MARIA,VARGAS,5888925583609720,11,81827.2251
316,1222192838,LUCIA MARIA,VARGAS,8913475907987790,11,472263.8549
317,4677932725,DIEGO DIEGO CARLOS,VARGAS RODRIGUEZ,7434098410232790,8,235563.4834
318,4677932725,DIEGO DIEGO CARLOS,VARGAS RODRIGUEZ,6069682636511650,8,44237.0897
319,6228697059,MARIA JOSE ELENA,PEREZ,8856697332007100,13,26365.3031
320,6228697059,MARIA JOSE ELENA,PEREZ,529208490380795,13,258315.8884
321,6279042564,ANA,MENDOZA MAMANI,8344348735527380,9,453603.15
322,6279042564,ANA,MENDOZA MAMANI,4632492248495980,9,282025.4542
323,1616382575,JOSE LUCIA,GARCIA,1705630970564600,14,201925.0362
324,1616382575,JOSE LUCIA,GARCIA,1390153136610550,14,35924.7154
325,2895678622,JORGE JOSE,PEREZ,3711997971164230,6,396540.2585
326,2895678622,JORGE JOSE,PEREZ,1196195620956910,6,372244.1174
327,6735698241,LUIS JORGE,LOPEZ LOPEZ,3120357527466230,13,69775.3554
328,6735698241,LUIS JORGE,LOPEZ LOPEZ,3981028034564870,13,199517.523
329,710895758,JORGE,FLORES RODRIGUEZ,955379460405759,7,426020.7221
330,710895758,JORGE,FLORES RODRIGUEZ,2652284495896280,7,432587.6105
331,3298312077,JUAN ANA,MENDOZA,4343646582947880,1,91745.4977
332,3298312077,JUAN ANA,MENDOZA,1995665125448460,1,381250.2797
333,587726743,SOFIA RICARDO MARIA,LOPEZ,8200964016972780,12,144834.0038
334,587726743,SOFIA RICARDO MARIA,LOPEZ,1891960432398450,12,386887.8142
335,5783231366,LUIS,RODRIGUEZ FLORES,5315419267546050,2,224830.4906
336,5783231366,LUIS,RODRIGUEZ FLORES,6406961862292960,2,47581.4227
337,5886776381,RICARDO ANA RICARDO,MENDOZA QUISPE,9679067736081160,11,436.8674
338,5886776381,RICARDO ANA RICARDO,MENDOZA QUISPE,8446696456470420,11,468758.5446
339,8892926626,DIEGO JOSE JUAN,GARCIA LOPEZ,6152113443326720,3,359050.7034
340,8892926626,DIEGO JOSE JUAN,GARCIA LOPEZ,7768355943080920,3,394662.8428
341,9503506319,LUIS JOSE JORGE,LOPEZ FLORES,1620369201486420,4,107686.2876
342,9503506319,LUIS JOSE JORGE,LOPEZ FLORES,9778615068156720,4,131226.1999
343,2114408465,LUIS RICARDO RICARDO,QUISPE,7238248444330900,7,370662.4003
344,2114408465,LUIS RICARDO RICARDO,QUISPE,7548849647201890,7,361188.7
345,2361813478,JUAN RICARDO,GARCIA MAMANI,6727745939026410,11,226552.6681
346,2361813478,JUAN RICARDO,GARCIA MAMANI,649655421993959,11,183426.7168
347,3102173654,JUAN MARIA ELENA,FLORES,7402739438132790,11,221766.9995
348,3102173654,JUAN MARIA ELENA,FLORES,282048952241141,11,142475.1219
349,9599627867,CARLOS JOSE ELENA,FLORES,1893361747950820,1,398345.4727
350,9599627867,CARLOS JOSE ELENA,FLORES,8921402606285420,1,159269.2014
351,4530207337,ELENA LUIS JUAN,VARGAS,1506592937237250,6,50157.4006
352,4530207337,ELENA LUIS JUAN,VARGAS,7469006003577210,6,222369.4609
353,4684851230,LUIS ANA,MENDOZA PEREZ,545860927435187,10,231697.2625
